Country name,Country Code,State,State name,Confirmed,Recovered,Deaths
stPierreMiquelon,PM,PM-ML,Miquelon-Langlade,0,0,0
stPierreMiquelon,PM,PM-SP,Saint-Pierre,0,0,0
